,Block,ForwardAsset,ForwardQuantity,BackwardAsset,BackwardQuantity,Timestamp
10886,456551,PEPECHE,1.0,USD,6.74885,1489123106
10887,456551,USD,9.24574035208075,SHITCOINCARD,5.0,1489123106
10888,456551,KOIPEPE,1.0,USD,1.64561,1489123106
10889,456551,ZETAPEPE,1.0,USD,3.698,1489123106
10890,456554,MARVINPEPE,2.0,USD,129.43,1489125611
10891,456555,PEPELEPEW,5.0,USD,184.9,1489126074
10892,456555,MARVINPEPE,1.0,USD,75.809,1489126074
10893,456555,PEPELEPEW,2.0,USD,66.564,1489126074
10894,456557,HANGINPEPE,1.0,USD,2.5886,1489127266
10895,456559,PEPEONMUSK,6.0,USD,0.2628,1489128364
10896,456559,PEPECHE,1.0,USD,6.74885,1489128364
10897,456563,YOGAPEPE,42.0,USD,7.610484,1489129246
10898,456563,YOGAPEPE,90.0,USD,16.14177,1489129246
10899,456575,PEPEPAWNSHOP,1.0,USD,6.904000000000001,1489135608
10900,456575,KOIPEPE,4.0,USD,6.14456,1489135608
10901,456589,USD,10.356,HELOPEPE,1.0,1489144174
10902,456620,USD,2.0712,FISHERPEPE,2.0,1489156735
10903,456622,PEPESOUP,2.0,USD,2.9342,1489157055
10904,456622,VERIFIEDPEPE,2.0,USD,1.2082000000000002,1489157055
10905,456622,VONPEPEHAYEK,1.0,USD,6.041,1489157055
10906,456622,PEPEOTHERLEG,2.0,USD,0.10356000000000001,1489157055
10907,456622,ZOMBIEPEPES,1000.0,USD,0.04315,1489157055
10908,456622,SNAPCHATPEPE,5.0,USD,0.0863,1489157055
10909,456622,THEPEPE,2.0,USD,0.0686948,1489157055
10910,456622,PEPETIP,5.0,USD,0.0863,1489157055
10911,456622,THREEPEPES,1.0,USD,0.05178000000000001,1489157055
10912,456622,TESTNETPEPE,10000.0,USD,0.1726,1489157055
10913,456622,PEPEPARADO,100.0,USD,0.1726,1489157055
10914,456622,PEPEREPUBLIC,1000.0,USD,0.0153614,1489157055
10915,456622,GIVEKUDOS,100.0,USD,0.057532758,1489157055
10916,456622,PEPELEFTLEG,2.0,USD,0.05178000000000001,1489157055
10917,456622,BLKSWANPEPE,1.0,USD,0.08457400000000001,1489157055
10918,456622,JACKPOTPEPE,2.0,USD,2.589,1489157055
10919,456622,CULTOFPEPE,5.0,USD,0.12082000000000001,1489157055
10920,456622,PEPEADDAMS,2.0,USD,0.1726,1489157055
10921,456622,KOIPEPE,2.0,USD,3.07228,1489157055
10922,456622,JMPEPEKEYNES,2.0,USD,4.315,1489157055
10923,456622,BTCPEPE,1.0,USD,5.954700000000001,1489157055
10924,456625,USD,1.3808,PEPEJOHNS,5.0,1489159943
10925,456625,PEPEFREEDOM,6.0,USD,1.0356,1489159943
10926,456625,PEPEANGRY,1.0,USD,0.8630000000000001,1489159943
10927,456627,SMUGPEPE,1.0,USD,6.4725,1489161114
10928,456627,MYPEPELITTLE,10.0,USD,27.616000000000003,1489161114
10929,456633,PPPGLOBAL,4.0,USD,6.904000000000001,1489164521
10930,456633,PEPEGLOVER,1.0,USD,4.315,1489164521
10931,456634,THREEDPEPE,1.0,USD,8.63,1489164655
10932,456641,PEPEPAWNSHOP,1.0,USD,6.904000000000001,1489169544
10933,456644,USD,9.325578,PEPEDIEPIE,3.0,1489170929
10934,456644,THREEDPEPE,2.0,USD,17.26,1489170929
10935,456646,PEPEAMD,4.0,USD,0.766344,1489173084
10936,456646,PEPEAMD,1.0,USD,0.1341102,1489173084
10937,456648,HAIRPEPE,10.0,USD,51.4348,1489174349
10938,456648,HAIRPEPE,9.0,USD,51.774822,1489174349
10939,456661,MYPEPELITTLE,10.0,USD,27.616000000000003,1489184694
10940,456663,PEPELANDER,2.0,USD,8.63,1489186330
10941,456670,MCPEPEDEBUFF,3.0,USD,15.534,1489190224
10942,456676,FUTURESPEPE,2.0,USD,17.26,1489191954
10943,456677,USD,6.4725,PEPEGOLUM,5.0,1489192841
10944,456677,WNPEPEPEPEPE,1.0,USD,1.9331200000000002,1489192841
10945,456677,PEPEKACHU,1.0,USD,34.26973,1489192841
10946,456690,PEPETRODOL,4.0,USD,4.07336,1489200301
10947,456695,FLAPPYPEPE,1.0,USD,2.3301000000000003,1489205264
10948,456699,MATADORPEPE,0.002,USD,1.7260000000000002,1489207529
10949,456699,DOSPEPES,1.0,USD,1.2945,1489207529
10950,456701,USD,8.61,LOVEPEPETATO,1.0,1489208921
10951,456713,USD,5.5232,PEPELANDER,4.0,1489219094
10952,456719,USD,2.1684,NICOLAPEPE,2.0,1489221860
10953,456719,USD,2.502,NICOLAPEPE,3.0,1489221860
10954,456733,SHITCOINCARD,1.0,USD,5.443199999999999,1489229147
10955,456733,MAGICPEPEYE,1.0,USD,8.1732,1489229147
10956,456734,SHITCOINCARD,1.0,USD,2.919,1489229529
10957,456746,USD,1.668,NICOLAPEPE,2.0,1489236380
10958,456751,USD,3.336,PEPEWAVE,2.0,1489238044
10959,456752,PEPEGOLUM,4.0,USD,5.004,1489238332
10960,456752,USD,1.668,SEAMANPEPE,1.0,1489238332
10961,456754,PEPEFREEDOM,50.0,USD,1.668,1489240086
10962,456754,USD,40.032,SMUGGLASSES,1.0,1489240086
10963,456754,NICOLAPEPE,2.0,USD,2.1684,1489240086
10964,456754,TECHNOPEPE,1.0,USD,333.6,1489240086
10965,456756,NICOLAPEPE,1.0,USD,1.1676,1489241124
10966,456759,USD,0.576,MARSPEPE,1.0,1489241985
10967,456759,USD,4.17,PHEONIXPEPE,1.0,1489241985
10968,456759,USD,2.16,MARSPEPE,5.0,1489241985
10969,456760,MEMETICMAGIC,2.0,USD,11.118888,1489245207
10970,456764,NICOLAPEPE,2.0,USD,2.3352,1489248350
10971,456764,PEPETRASH,2.0,USD,4.0032,1489248350
10972,456764,HANNIBALPEPE,2.0,USD,0.5004,1489248350
10973,456772,NEONFROGS,1.0,USD,5.838,1489252452
10974,456775,PEPEGOLUM,6.0,USD,7.506,1489253017
10975,456776,USD,1.668,CHOCOPEPE,1.0,1489253948
10976,456779,ZOETROPEPE,1.0,USD,7.506,1489257004
10977,456781,PEPECRYSTAL,25.0,USD,41.7,1489257212
10978,456783,USD,18.348,DRSTRNGEPEPE,10.0,1489257756
10979,456784,USD,11.3424,NICOLAPEPE,10.0,1489258057
10980,456789,USD,1.251,PEPETOWN,3.0,1489261839
10981,456789,USD,0.417,PEPETOWN,1.0,1489261839
10982,456789,USD,1.251,PEPETOWN,3.0,1489261839
10983,456789,USD,1.251,PEPETOWN,3.0,1489261839
10984,456795,ZOETROPEPE,2.0,USD,15.012,1489264981
10985,456796,GRANDPEPE,3.0,USD,10.008,1489265163
10986,456796,GAUDISPEPE,2.0,USD,11.676,1489265163
10987,456796,FAKERPEPE,20.0,USD,6.672,1489265163
10988,456798,PEPEMORPHS,2.0,USD,8.34,1489266134
10989,456798,PEPERETRO,2.0,USD,9.3408,1489266134
10990,456798,PEPEOLDCHAP,2.0,USD,11.676,1489266134
10991,456799,SALVADORPEPE,1.0,USD,18.348,1489266683
10992,456799,PLATINUMPEPE,1.0,USD,25.02,1489266683
10993,456800,USD,2.6688,JINQIANSHU,1.0,1489267432
10994,456800,USD,0.5838,RICHPEPE,5.0,1489267432
10995,456800,USD,0.2016,PEPELEFTLEG,1.0,1489267432
10996,456801,TODAMOONPEPE,1.0,USD,1.251,1489269147
10997,456801,GOTHICPEPE,1.0,USD,2.1684,1489269147
10998,456802,PEPECREAM,2.0,USD,7.1724,1489269539
10999,456802,PEPEPRINGLES,157.0,USD,1.96407,1489269539
11000,456804,SHITCOINCARD,2.0,USD,5.838,1489271826
11001,456804,PEPA,2.0,USD,16.3464,1489271826
11002,456814,GUMMYPEPE,2.0,USD,0.080064,1489274516
11003,456814,BUDDHAPEPES,1.0,USD,0.0417,1489274516
11004,456814,CSAT,1.0,USD,0.0834,1489274516
11005,456814,PEPEKEKCOIN,1.0,USD,0.0834,1489274516
11006,456814,PEPEFREEDOM,2.0,USD,0.06672,1489274516
11007,456814,RPEPELIGHTER,5.0,USD,0.0417,1489274516
11008,456814,PEPEPRINGLES,5.0,USD,0.06255,1489274516
11009,456814,JALAPEPE,1.0,USD,4.17,1489274516
11010,456814,TOREROPEPE,1.0,USD,0.05004,1489274516
11011,456814,TOMANDPEPE,1.0,USD,0.081732,1489274516
11012,456814,PEPEFREEDOM,2.0,USD,0.06672,1489274516
11013,456816,USD,5.7546,FRACTALPEPE,3.0,1489275979
11014,456816,LUCKYPEPE,1.0,USD,0.70056,1489275979
11015,456823,USD,3.336,PEPESCAVHUNT,2.0,1489280373
11016,456823,USD,1.669668,PEPERACCOON,1.0,1489280373
11017,456823,NEONFROGS,1.0,USD,5.838,1489280373
11018,456823,USD,43.199999999999996,PEPEPOWERONE,1.0,1489280373
11019,456823,USD,2.502,PEPETARD,1.0,1489280373
11020,456823,USD,25.02,RARECOINMEME,1.0,1489280373
11021,456824,GURUPEPE,1.0,USD,1.0842,1489281799
11022,456824,SMUGGLASSES,1.0,USD,41.7,1489281799
11023,456824,PEPEONECOIN,100.0,USD,0.010008,1489281799
11024,456825,UNLUCKYPEPE,0.001,USD,0.10008,1489282109
11025,456827,UNLUCKYPEPE,0.998,USD,99.87984,1489282495
11026,456833,USD,578.88,RAREPEPEPRTY,268.0,1489286734
11027,456835,PSYCHEPEPE,10.0,USD,5.55444,1489287309
11028,456844,USD,1.296036,PONZIPEPE,1.0,1489289802
11029,456850,PEPEMCLOVIN,1.0,USD,0.07506,1489292070
11030,456850,SPESSMUHPEPE,1.0,USD,0.185148,1489292070
11031,456850,PEPEONECOIN,1000.0,USD,0.0288,1489292070
11032,456850,RAREPEPENEWS,10.0,USD,0.09174,1489292070
11033,456850,LORDKEK,1e-08,USD,0.01297333332036,1489292070
11034,456859,MARSPEPE,100.0,USD,16.68,1489299337
11035,456859,BIGVERNPEPE,5.0,USD,16.68,1489299337
11036,456871,USD,662.445,RAREPEPEPRTY,300.0,1489306553
11037,456871,USD,196.0875,RAREPEPEPRTY,83.0,1489306553
11038,456871,USD,315.0,ILLUMINATIPE,1.0,1489306553
11039,456881,RAREPEPEPRTY,10.0,USD,95.74999999999999,1489310583
11040,456897,PEPEWAVE,3.0,USD,6.382694999999999,1489317590
11041,456901,PEPEWAVE,2.0,USD,7.659999999999999,1489320224
11042,456901,PEPEWAVE,4.0,USD,17.020519999999998,1489320224
11043,456901,USD,2.1275649999999997,LEGENDOFPEPE,1.0,1489320224
11044,456901,USD,0.2763345,PEPEAMD,1.0,1489320224
11045,456901,PEPEWAVE,3.0,USD,8.933475,1489320224
11046,456922,PEPEPARTY,1.0,USD,2.6809999999999996,1489328260
11047,456924,MAGICPEPEYE,1.0,USD,9.3835,1489328849
11048,456924,TLCPEPE,1.0,USD,2.39375,1489328849
11049,456925,TOPCUCK,1.0,USD,1.0489499999999998,1489330263
11050,456929,MARSPEPE,51.0,USD,12.208124999999999,1489331773
11051,456929,MARSPEPE,4.0,USD,0.9574999999999999,1489331773
11052,456929,CULTOFPEPE,92.0,USD,2.7405777767989994,1489331773
11053,456929,CULTOFPEPE,20.0,USD,0.5361999999999999,1489331773
11054,456929,PEPEPAWNSHOP,1.0,USD,7.659999999999999,1489331773
11055,456939,PEPEHUANA,2.0,USD,1.6085999999999998,1489336411
11056,456939,SMUGPEPE,1.0,USD,7.1812499999999995,1489336411
11057,456939,USD,7.659999999999999,UNLUCKYPEPE,0.001,1489336411
11058,456939,RPCAGENT,2.0,USD,1.9149999999999998,1489336411
11059,456945,MARTYPEPFLY,2.0,USD,7.6217,1489341608
11060,456945,NICOLAPEPE,2.0,USD,2.6809999999999996,1489341608
11061,456945,KIDPEPE,2.0,USD,1.2447499999999998,1489341608
11062,456945,OLYMPICPEPE,2.0,USD,1.9111699999999998,1489341608
11063,456945,BIGGIEPEPE,1.0,USD,1.261985,1489341608
11064,456945,PEPEJOHNS,3.0,USD,1.0340999999999998,1489341608
11065,456945,MARSPEPE,2.0,USD,0.47874999999999995,1489341608
11066,456945,PEPEFREEDOM,46.0,USD,1.7617999999999998,1489341608
11067,456945,PEPELOOP,3.0,USD,3.8778749999999995,1489341608
11068,456945,CARCRASHPEPE,2.0,USD,1.3787999999999998,1489341608
11069,456945,USD,6.899744999999999,PEPEBERLUSCA,3.0,1489341608
11070,456945,KATYPEPE,5.0,USD,3.1884749999999995,1489341608
11071,456945,PEPEVINCI,2.0,USD,1.9149999999999998,1489341608
11072,456945,RPCAGENT,1.0,USD,0.9574999999999999,1489341608
11073,456945,PEPEYE,1.0,USD,0.9574999999999999,1489341608
11074,456945,PEPEMOON,1.0,USD,1.487955,1489341608
11075,456945,SPHINXPEPE,2.0,USD,1.9149999999999998,1489341608
11076,456945,SUPAPEPE,1.0,USD,1.5319999999999998,1489341608
11077,456945,PSYCHEPEPE,1.0,USD,0.6376949999999999,1489341608
11078,456945,STANDINGPEPE,2.0,USD,1.1489999999999998,1489341608
11079,456945,PEPEPONY,2.0,USD,0.9872846716460998,1489341608
11080,456945,RAREPEPEMAG,1.0,USD,0.6376949999999999,1489341608
11081,456945,WILDPEPE,2.0,USD,1.2447499999999998,1489341608
11082,456946,BADHAIRDAY,2.0,USD,8.043,1489341803
11083,456955,USD,1.9149999999999998,UNLUCKYPEPE,0.001,1489349653
11084,456955,USD,6.3,WOLONGPEPE,1.0,1489349653
11085,456955,USD,18.9,HAIRPEPE,2.0,1489349653
11086,456955,PEPEBERLUSCA,2.0,USD,9.575,1489349653
11087,456956,THREEDPEPE,1.0,USD,5.361999999999999,1489350035
11088,456957,USD,19.15,PEPEJOBS,1.0,1489350325
11089,456963,SHITCOINCARD,2.0,USD,6.7025,1489355441
11090,456963,NIGHTSATPEPE,2.0,USD,22.979999999999997,1489355441
11091,456969,EGGPLANTPEPE,10.0,USD,15.798749999999998,1489358583
11092,456969,KOIPEPE,16.0,USD,27.269599999999997,1489358583
11093,456970,USD,22.319325,EGGPLANTPEPE,21.0,1489358811
11094,456974,SMUGPEPE,1.0,USD,6.7025,1489363016
11095,456979,SOUNDOFPEPE,1.0,USD,1.9149999999999998,1489363763
11096,456979,RPEPELIGHTER,111.0,USD,1.062825,1489363763
11097,456979,NICOLAPEPE,1.0,USD,1.3404999999999998,1489363763
11098,456979,PEPEJOHNS,3.0,USD,1.0340999999999998,1489363763
11099,456979,USD,8.19,FRACTALPEPE,2.0,1489363763
11100,456980,THREEPEPES,20.0,USD,1.1489999999999998,1489364793
11101,456980,ZOETROPEPE,1.0,USD,8.6175,1489364793
11102,456982,KOIPEPE,5.0,USD,13.309249999999999,1489365457
11103,456982,USD,4.580679999999999,PEPELOOP,4.0,1489365457
11104,456982,USD,1.143255,PEPELOOP,1.0,1489365457
11105,456986,PEPETOWN,5.0,USD,2.39375,1489368207
11106,456986,BUDDHAPEPES,105.0,USD,5.0268749999999995,1489368207
11107,456986,FLUFFYPEPES,1.0,USD,5.744999999999999,1489368207
11108,456986,GRANDPEPE,1.0,USD,3.8299999999999996,1489368207
11109,456987,TEAPEPE,1.0,USD,15.319999999999999,1489368432
11110,456987,USD,191.49999999999997,ILLUMINATIPE,1.0,1489368432
11111,456989,USD,2.8724999999999996,STILLPEPE,3.0,1489369330
11112,456989,USD,13.405,MORPHEUSPEPE,1.0,1489369330
11113,456992,USD,0.7875,PEPETOWN,1.0,1489369870
11114,456994,USD,0.9574999999999999,PEPEPASSPORT,5.0,1489370615
11115,456994,USD,0.9594149999999999,PEPEJONES,1.0,1489370615
11116,456997,USD,100.8,TROUTPEPE,1.0,1489374153
11117,456997,USD,0.6702499999999999,PEPESMALLS,1.0,1489374153
11118,456998,PEPEKEN,1.0,USD,5.312209999999999,1489374506
11119,456998,PEPECHE,1.0,USD,6.989749999999999,1489374506
11120,457000,USD,6.3,THOTHPEPE,1.0,1489375266
11121,457010,USD,0.9594149999999999,PEPEJONES,1.0,1489379451
11122,457010,MARSPEPE,3.0,USD,0.7181249999999999,1489379451
11123,457010,RAREPEPEMAG,1.0,USD,0.6376949999999999,1489379451
11124,457010,XOBLORTPEPE,1.0,USD,10.532499999999999,1489379451
11125,457010,PEPEBRANDO,1.0,USD,2.5871649999999997,1489379451
11126,457010,PSYCHEPEPE,1.0,USD,0.6376949999999999,1489379451
11127,457010,PEPENUKES,1.0,USD,0.47874999999999995,1489379451
11128,457010,PEPEMCLOVIN,1.0,USD,0.08617499999999999,1489379451
11129,457010,RPDUMPSTER,1.0,USD,0.38299999999999995,1489379451
11130,457010,PEPETINDER,1.0,USD,0.9096249999999999,1489379451
11131,457010,RICHPEPE,4.0,USD,0.5361999999999999,1489379451
11132,457010,PEPESWITCH,2.0,USD,0.47874999999999995,1489379451
11133,457010,PEPEAMD,1.0,USD,0.19149999999999998,1489379451
11134,457010,MINIONPEPE,1.0,USD,0.16277499999999998,1489379451
11135,457010,PEPEKEKCOIN,1.0,USD,0.09574999999999999,1489379451
11136,457010,MINIONPEPE,1.0,USD,0.16277499999999998,1489379451
11137,457010,MARINEPEINE,1.0,USD,5.735424999999999,1489379451
11138,457010,PEPELEO,1.0,USD,1.1489999999999998,1489379451
11139,457010,RICHPEPE,4.0,USD,0.5361999999999999,1489379451
11140,457010,PEPELEMMING,2.0,USD,0.38299999999999995,1489379451
11141,457012,USD,11.489999999999998,BITCOINPEPE,1.0,1489381990
11142,457016,USD,2.8724999999999996,PEPEMACARONI,1.0,1489383979
11143,457016,PEPEPUNCHOUT,6.0,USD,5.744999999999999,1489383979
11144,457027,RPDUMPSTER,1.0,USD,0.44720000000000004,1489388488
11145,457028,PEPEOUTSIDE,1.0,USD,3.354,1489389025
11146,457028,PEPEONECOIN,160.0,USD,0.017888,1489389025
11147,457029,PEPELEFTLEG,5.0,USD,0.16770000000000002,1489389625
11148,457029,GUARDSPEPE,100.0,USD,0.0176644,1489389625
11149,457029,USD,1.118,TODAMOONPEPE,1.0,1489389625
11150,457029,PEPEPAMPERS,1.0,USD,6.5962000000000005,1489389625
11151,457029,PSYCHEPEPE,1.0,USD,0.744588,1489389625
11152,457030,THREEPEPES,1.0,USD,0.06708,1489389973
11153,457030,PEPETIP,10.0,USD,0.22360000000000002,1489389973
11154,457030,PEPEADDAMS,1.0,USD,0.11180000000000001,1489389973
11155,457030,PEPELEMMING,1.0,USD,0.22360000000000002,1489389973
11156,457030,USD,1.35,PEPECAMO,1.0,1489389973
11157,457030,USD,4.695600000000001,HAIRPEPE,1.0,1489389973
11158,457030,PEPEREPUBLIC,676.0,USD,0.007557680000000001,1489389973
11159,457037,USD,14.310400000000001,LIAMPEPE,1.0,1489392715
11160,457038,USD,15.2048,REPOPEPE,1.0,1489393123
11161,457041,USD,12.4098,XOBLORTPEPE,1.0,1489393861
11162,457042,RAGZTOPEPE,1.0,USD,5.4782,1489394485
11163,457046,PEPEREQUEST,5.0,USD,4.472,1489401155
11164,457046,DANKVADER,1.0,USD,5.590000000000001,1489401155
11165,457047,PEPECOASTER,1.0,USD,2.236,1489401249
11166,457047,PEPEGOLDBAR,1.0,USD,2.236,1489401249
11167,457047,USD,1.8,POWERTOPEPE,1.0,1489401249
11168,457047,USD,4.472,PEPERBOY,4.0,1489401249
11169,457047,USD,14.7576,POWERTOPEPE,12.0,1489401249
11170,457047,USD,1.118,PEPEVINCI,2.0,1489401249
11171,457058,PEPERETRO,1.0,USD,6.260800000000001,1489406468
11172,457058,FUTURESPEPE,1.0,USD,11.180000000000001,1489406468
11173,457065,PPPGLOBAL,1.0,USD,2.236,1489412470
11174,457065,PEPENIKOLAI,2.0,USD,1.7888000000000002,1489412470
11175,457065,PEPEFREEDOM,30.0,USD,1.3416000000000001,1489412470
11176,457076,PEPECRYSTAL,1.0,USD,7.8260000000000005,1489420816
11177,457076,PEPECRYSTAL,1.0,USD,11.180000000000001,1489420816
11178,457085,PLINKOPEPE,2.0,USD,4.472,1489428687
11179,457086,TRUMPRARE,1.0,USD,39.6,1489429195
11180,457093,SMUGPEPE,1.0,USD,3.6,1489434201
11181,457094,RAREPEPEPUMP,1.0,USD,0.54,1489434915
11182,457094,RAREPEPENEWS,10.0,USD,0.07200000000000001,1489434915
11183,457094,PEPEFROMHELL,4.0,USD,5.956704,1489434915
11184,457095,SMUGPEPE,1.0,USD,3.6,1489435409
11185,457096,USD,1.118,INNOCOINBOT,1.0,1489435790
11186,457096,STAMPOFKEK,2.0,USD,2.6832000000000003,1489435790
11187,457097,PEPEONECOIN,10.0,USD,0.00036,1489436271
11188,457100,SNOTPEPE,2.0,USD,2.6832000000000003,1489438883
11189,457100,PEPENATION,1.0,USD,4.472,1489438883
11190,457105,PEPEPARTY,1.0,USD,4.86,1489440338
11191,457105,SHITCOINCARD,5.0,USD,18.0,1489440338
11192,457105,PEPENUKES,1.0,USD,1.08,1489440338
11193,457108,TOPCUCK,1.0,USD,1.1987999999999999,1489440680
11194,457109,PROUDPEPEWIN,1.0,USD,1.54284,1489441943
11195,457109,PEPEZ,1.0,USD,1.7373720000000001,1489441943
11196,457109,TRUMPRARE,1.0,USD,39.6,1489441943
11197,457109,PEPEBUCKS,1.0,USD,1.118,1489441943
11198,457109,PEPEGREEN,1.0,USD,4.4697640000000005,1489441943
11199,457109,PEPEFREEZE,1.0,USD,0.9927840000000001,1489441943
11200,457109,MASTROPEPE,2.0,USD,3.5776000000000003,1489441943
11201,457109,PEPEHUNGRY,1.0,USD,1.54284,1489441943
11202,457110,PEPEPASSPORT,1.01010101,USD,1.8,1489441951
11203,457111,SEAMANPEPE,1.0,USD,2.236,1489443130
11204,457111,USD,4.5,RAREKEKUIT,1.0,1489443130
11205,457112,PEPETIP,10.0,USD,0.22360000000000002,1489443268
11206,457112,SEVENBITPEPE,1.0,USD,5.11596,1489443268
11207,457118,SECURITYPEPE,1.0,USD,6.696820000000001,1489448696
11208,457119,PEPEMOVIE,2.0,USD,13.416,1489448839
11209,457127,RAIRPEPE,5.0,USD,36.0,1489454124
11210,457133,RARESHADILAY,1.0,USD,1.8,1489456514
11211,457133,PEPESOUP,1.0,USD,1.9980000000000002,1489456514
11212,457133,VONPEPEHAYEK,1.0,USD,9.18,1489456514
11213,457133,TRUMPEPE,1.0,USD,26.46,1489456514
11214,457166,PEPEBONGSPHP,1.0,USD,1.339364,1489473173
11215,457166,SMUGPEPE,2.0,USD,15.652000000000001,1489473173
11216,457166,XOBLORTPEPE,1.0,USD,9.0,1489473173
11217,457168,BITCOINPEPE,1.0,USD,13.699,1489475596
11218,457171,ZOETROPEPE,1.0,USD,8.8065,1489477458
11219,457174,USD,19.57,PEPEJOBS,1.0,1489478649
11220,457177,PSYCHEPEPE,47.0,USD,45.9895,1489480322
11221,457177,USD,7.828,PEPECOLLECT,4.0,1489480322
11222,457177,PEPEDRAKE,7.0,USD,4.1097,1489480322
11223,457178,USD,2.9354999999999998,PEPEFLATION,1.0,1489480761
11224,457178,USD,2.9354999999999998,PEPEFLATION,1.0,1489480761
11225,457179,THEPEPEWHALE,4.0,USD,16.36052,1489481894
11226,457179,RAREDIETIES,20.0,USD,19.57,1489481894
11227,457179,RAREDIETIES,6.0,USD,5.7418379999999996,1489481894
11228,457181,USD,2.9354999999999998,PEPITCHY,1.0,1489482273
11229,457184,BOGDAPEPE,1.0,USD,6.5226809999999995,1489483309
11230,457184,RPDF,0.05,USD,0.97840215,1489483309
11231,457192,USD,0.7827999999999999,MOAIPEPE,1.0,1489487893
11232,457202,SHITCOINCARD,1.0,USD,3.42475,1489495436
11233,457202,RGBPEPE,1.0,USD,1.232,1489495436
11234,457202,USD,7.33875,MONOPEPEOLY,5.0,1489495436
11235,457227,PEPERAZZIS,1.0,USD,4.8925,1489508285
11236,457227,PEPELANDER,1.0,USD,4.8925,1489508285
11237,457238,CLCKWRKGREEN,4.0,USD,1.957,1489512692
11238,457239,CLCKWRKGREEN,4.0,USD,1.957,1489513057
11239,457241,CLCKWRKGREEN,2.0,USD,0.9785,1489514295
11240,457243,USD,2.690875,RESERVPEPES,5.0,1489515268
11241,457243,USD,0.5871,RESERVPEPES,1.0,1489515268
11242,457243,USD,0.5871,RESERVPEPES,1.0,1489515268
11243,457243,CLCKWRKGREEN,15.0,USD,8.8065,1489515268
11244,457243,USD,1.957,CLCKWRKGREEN,4.0,1489515268
11245,457243,USD,0.9785,CLCKWRKGREEN,2.0,1489515268
11246,457247,USD,1.957,HEISENPEPE,1.0,1489516806
11247,457247,CLCKWRKGREEN,20.0,USD,12.7205,1489516806
11248,457249,USD,1.908075,CLCKWRKGREEN,3.0,1489517810
11249,457249,USD,8.8065,CLCKWRKGREEN,15.0,1489517810
11250,457252,CLCKWRKGREEN,20.0,USD,12.7205,1489519853
11251,457260,CLCKWRKGREEN,10.0,USD,6.75165,1489524738
11252,457261,CLCKWRKGREEN,10.0,USD,6.75165,1489524959
11253,457263,USD,3.1311999999999998,CHOCOPEPE,2.0,1489526471
11254,457268,USD,13.5033,CLCKWRKGREEN,20.0,1489529086
11255,457268,USD,2.70066,CLCKWRKGREEN,4.0,1489529086
11256,457269,RAREPEPE,1.0,USD,217.44444444444227,1489530054
11257,457269,SEAPEPE,3.0,USD,5.2839,1489530054
11258,457269,CLCKWRKGREEN,20.0,USD,13.5033,1489530054
11259,457269,KOIPEPE,1.0,USD,2.72023,1489530054
11260,457273,SEAPEPE,7.0,USD,12.3291,1489533034
11261,457275,MYPEPELITTLE,3.0,USD,10.27425,1489534611
11262,457275,SEAPEPE,1.0,USD,1.7612999999999999,1489534611
11263,457275,CLCKWRKGREEN,10.0,USD,12.7205,1489534611
11264,457276,CLCKWRKGREEN,25.0,USD,18.346875,1489535737
11265,457277,TESTNETPEPE,229748.0,USD,4.4961683599999995,1489536218
11266,457278,USD,14.6775,CLCKWRKGREEN,20.0,1489536482
11267,457281,PEPEKIDSART,2.0,USD,4.81422,1489536946
11268,457281,PEPESKELETON,1.0,USD,2.9354999999999998,1489536946
11269,457284,CLCKWRKGREEN,25.0,USD,19.57,1489538857
11270,457288,USD,15.67557,CANTDRAWPEPE,10.0,1489540526
11271,457292,PEPESKELETON,1.0,USD,2.9354999999999998,1489542292
11272,457292,PEPEREPUBLIC,10000.0,USD,0.09784999999999999,1489542292
11273,457292,USD,1.74173,KOIPEPE,1.0,1489542292
11274,457292,HERNIAPEPE,1.0,USD,18.3958,1489542292
11275,457295,USD,2.7398,CANTDRAWPEPE,1.0,1489546514
11276,457295,USD,5.8709999999999996,CANTDRAWPEPE,3.0,1489546514
11277,457296,NEWYEARPEPE,5.0,USD,2.925715,1489547339
11278,457301,CLCKWRKGREEN,11.0,USD,9.148975,1489551731
11279,457301,PEPESKELETON,2.0,USD,5.8709999999999996,1489551731
11280,457301,CANTDRAWPEPE,3.0,USD,5.8709999999999996,1489551731
11281,457301,PEPEKIDSART,3.0,USD,7.22133,1489551731
11282,457302,IMWITHPEPE,2.0,USD,3.3268999999999997,1489552254
11283,457304,CHERPEPEFOIL,2.0,USD,95.893,1489552472
11284,457304,CHERPEPEFOIL,1.0,USD,48.925,1489552472
11285,457305,GREEDYPEPES,3.0,USD,3.22905,1489553624
11286,457305,DEBATEPEPE,1.0,USD,1.7612999999999999,1489553624
11287,457305,BANEPEPE,50.0,USD,48.925,1489553624
11288,457305,PEPEBONGSPHP,5.0,USD,5.861215,1489553624
11289,457308,GREEDYPEPES,12.0,USD,12.9162,1489556287
11290,457308,HEISENPEPE,2.0,USD,6.8495,1489556287
11291,457308,THEARCHIPEPE,3.0,USD,108.272982,1489556287
11292,457308,ZETAPEPE,6.0,USD,23.483999999999998,1489556287
11293,457308,CIRCLEOFPEPE,5.0,USD,33.269,1489556287
11294,457308,DANKPEPE,1.0,USD,5.8709999999999996,1489556287
11295,457310,KOIPEPE,1.0,USD,1.74173,1489557474
11296,457311,PEPEPUNCHOUT,1.0,USD,0.9785,1489557852
