,Block,Timestamp,CardName,NumCards,Payment,PriceUSD,PricePerPepe,NumberIssued
17359,471646,1497684417,PEPEKIM,1.0,USD,6.549443999999999,6.549443999999999,1000.0
17386,471703,1497714239,PEPEKIM,3.0,USD,19.648332,6.549444,1000.0
17601,472444,1498168418,PEPEKIM,2.0,USD,16.700616,8.350308,1000.0
18576,474825,1499534291,PEPEKIM,1.0,USD,5.2148,5.2148,1000.0
20149,476922,1500682863,PEPEKIM,1.0,USD,10.78875,10.78875,1000.0
20390,477030,1500739854,PEPEKIM,2.0,USD,25.3395,12.66975,1000.0
22132,479832,1502298182,PEPEKIM,2.0,USD,21.0315,10.51575,1000.0
22362,480257,1502570201,PEPEKIM,2.0,USD,19.4805,9.74025,1000.0
25760,506217,1516982407,PEPEKITTIES,30.0,USD,1020.4349999999997,34.01449999999999,700.0
25761,506217,1516982407,PEPEKITTIES,2.0,USD,92.111266,46.055633,700.0
25762,506217,1516982407,PEPEKITTIES,3.0,USD,67.96097099999999,22.653656999999995,700.0
25771,506259,1517004827,PEPEKITTIES,1.0,USD,68.029,68.029,700.0
25826,506565,1517176253,PEPEKITTIES,1.0,USD,110.9265,110.9265,700.0
25836,506567,1517177633,PEPEKITTIES,3.0,USD,388.24275,129.41425,700.0
25770,506242,1516994750,PEPEKK,2.0,USD,151.16043799999997,75.58021899999999,499.0
25779,506333,1517044334,PEPEKK,3.0,USD,249.138417,83.046139,499.0
2388,435908,1477436770,PEPEKMONGO,5.0,USD,0.077,0.0154,3124223.0
2393,435918,1477443572,PEPEKMONGO,1.0,USD,0.0154,0.0154,3124223.0
2394,435918,1477443572,PEPEKMONGO,1.0,USD,0.0154,0.0154,3124223.0
2398,435919,1477443814,PEPEKMONGO,100.0,USD,1.54,0.0154,3124223.0
2502,436202,1477604562,PEPEKMONGO,1.0,USD,0.01508,0.01508,3124223.0
2581,436598,1477835214,PEPEKMONGO,2.0,USD,0.24719382,0.12359691,3124223.0
2598,436714,1477887932,PEPEKMONGO,97227.0,USD,15.0215715,0.0001545,3124223.0
2622,436869,1477985761,PEPEKMONGO,3.0,USD,0.3384,0.1128,3124223.0
2660,436932,1478018215,PEPEKMONGO,1.0,USD,0.1128,0.1128,3124223.0
2904,437424,1478327595,PEPEKMONGO,10.0,USD,0.131,0.0131,3124223.0
2942,437563,1478414971,PEPEKMONGO,10.0,USD,0.1335,0.01335,3124223.0
2954,437597,1478435356,PEPEKMONGO,10.0,USD,0.147,0.0147,3124223.0
2956,437599,1478436196,PEPEKMONGO,10.0,USD,0.147,0.0147,3124223.0
3002,437704,1478492759,PEPEKMONGO,1.0,USD,0.0588,0.0588,3124223.0
3166,438415,1478881433,PEPEKMONGO,1.0,USD,0.01355,0.01355,3124223.0
3186,438522,1478940443,PEPEKMONGO,1.0,USD,0.01305,0.01305,3124223.0
3196,438628,1478990797,PEPEKMONGO,1.0,USD,0.01305,0.01305,3124223.0
4496,444669,1482456269,PEPEKMONGO,5.0,USD,0.3131,0.06262000000000001,3124223.0
4625,444997,1482651837,PEPEKMONGO,99.0,USD,1.2226499999999998,0.012349999999999998,3124223.0
4812,446079,1483256223,PEPEKMONGO,5.0,USD,0.0559,0.01118,3124223.0
5811,449480,1485085024,PEPEKMONGO,1.0,USD,0.07339999999999999,0.07339999999999999,3124223.0
6416,450747,1485788677,PEPEKMONGO,3.0,USD,0.4485,0.1495,3124223.0
7038,452219,1486623118,PEPEKMONGO,1.0,USD,0.06995,0.06995,3124223.0
7396,452687,1486899514,PEPEKMONGO,1.0,USD,0.6096,0.6096,3124223.0
8142,453402,1487301876,PEPEKMONGO,2.0,USD,1.8252,0.9126,3124223.0
9271,454531,1487968254,PEPEKMONGO,1.0,USD,0.7863,0.7863,3124223.0
14242,461997,1492260696,PEPEKMONGO,2.0,USD,1.6138860000000002,0.8069430000000001,3124223.0
14330,462099,1492319303,PEPEKMONGO,2.0,USD,1.6138860000000002,0.8069430000000001,3124223.0
15153,464200,1493559134,PEPEKMONGO,1.0,USD,0.780039,0.780039,3124223.0
15188,464200,1493559134,PEPEKMONGO,1.0,USD,0.780039,0.780039,3124223.0
19514,476732,1500571798,PEPEKMONGO,3.0,USD,21.108,7.0360000000000005,3124223.0
20955,477341,1500895947,PEPEKMONGO,1.0,USD,3.38425,3.38425,3124223.0
23575,483914,1504744551,PEPEKNIEVEL,10.0,USD,35.49,3.5490000000000004,1500.0
23590,483937,1504755826,PEPEKNIEVEL,10.0,USD,41.405,4.1405,1500.0
23661,484251,1504910878,PEPEKNIEVEL,4.0,USD,14.888999999999998,3.72225,1500.0
23797,484638,1505124053,PEPEKNIEVEL,1.0,USD,3.6827,3.6827,1500.0
24079,486717,1506220753,PEPEKNIEVEL,1.0,USD,3.30085,3.30085,1500.0
1420,434472,1476558957,PEPEKONGBIGM,1.0,USD,2.13,2.13,100.0
1520,434537,1476599236,PEPEKONGBIGM,1.0,USD,2.13,2.13,100.0
1661,434686,1476703219,PEPEKONGBIGM,50.0,USD,148.05,2.9610000000000003,100.0
2750,437056,1478103458,PEPEKONGBIGM,3.0,USD,3.264,1.088,100.0
3478,440146,1479869257,PEPEKONGBIGM,2.0,USD,3.762,1.881,100.0
3922,442157,1481017685,PEPEKONGBIGM,2.0,USD,7.24,3.62,100.0
8819,453851,1487567431,PEPEKONGBIGM,3.0,USD,26.507349,8.835783000000001,100.0
8922,453947,1487622022,PEPEKONGBIGM,1.0,USD,7.6,7.6,100.0
9171,454412,1487906437,PEPEKONGBIGM,1.0,USD,16.196235,16.196235,100.0
11984,458338,1490149047,PEPEKONGBIGM,1.0,USD,10.712515,10.712515,100.0
19537,476738,1500573818,PEPEKONGBIGM,1.0,USD,70.36,70.36,100.0
13079,459742,1490944033,PEPEKYRIE,1.0,USD,12.752999999999998,12.752999999999998,200.0
13120,459802,1490985184,PEPEKYRIE,1.0,USD,12.752999999999998,12.752999999999998,200.0
13163,459839,1491007576,PEPEKYRIE,1.0,USD,12.752999999999998,12.752999999999998,200.0
13382,460066,1491144157,PEPEKYRIE,1.0,USD,14.7494,14.7494,200.0
13394,460082,1491153368,PEPEKYRIE,4.0,USD,61.032,15.258,200.0
15068,463988,1493448193,PEPEKYRIE,1.0,USD,13.064999999999998,13.064999999999998,200.0
16012,466758,1494991637,PEPEKYRIE,2.0,USD,27.84,13.92,200.0
18738,475010,1499645179,PEPEKYRIE,1.0,USD,1.9452,1.9452,200.0
19383,476630,1500520872,PEPEKYRIE,1.0,USD,16.1805,16.1805,200.0
20846,477225,1500838785,PEPEKYRIE,1.0,USD,24.67308,24.67308,200.0
22967,482067,1503753887,PEPEKYRIE,1.0,USD,16.381300000000003,16.381300000000003,200.0
16018,466805,1495016740,PEPELAMA,1.0,USD,48.045,48.045,100.0
16556,468436,1495919239,PEPELAMA,2.0,USD,93.205,46.6025,100.0
16990,469986,1496722406,PEPELAMA,1.0,USD,106.125,106.125,100.0
17555,472285,1498067373,PEPELAMA,1.0,USD,95.65,95.65,100.0
17697,472695,1498311923,PEPELAMA,2.0,USD,179.3,89.65,100.0
19015,475616,1499934902,PEPELAMA,1.0,USD,58.425,58.425,100.0
20711,477209,1500829418,PEPELAMA,1.0,USD,166.71,166.71,100.0
20863,477231,1500841193,PEPELAMA,1.0,USD,250.06500000000003,250.06500000000003,100.0
20869,477231,1500841193,PEPELAMA,1.0,USD,200.05200000000002,200.05200000000002,100.0
21982,479386,1502049429,PEPELAMA,1.0,USD,83.02,83.02,100.0
22746,481219,1503127475,PEPELAMA,1.0,USD,51.75485,51.75485,100.0
25557,498401,1512827728,PEPELAMA,1.0,USD,207.918,207.918,100.0
15987,466607,1494893873,PEPELAMBO,1.0,USD,240.025,240.025,100.0
16826,469283,1496356760,PEPELAMBO,1.0,USD,532.675,532.675,100.0
19707,476783,1500605609,PEPELAMBO,2.0,USD,759.8879999999997,379.94399999999985,100.0
3408,439455,1479438860,PEPELAND,1.0,USD,2.9625000000000004,2.9625000000000004,200.0
3474,440131,1479860501,PEPELAND,1.0,USD,2.6125,2.6125,200.0
4426,444337,1482272451,PEPELAND,10.0,USD,28.75,2.875,200.0
5959,449944,1485354084,PEPELAND,2.0,USD,5.6999999999999975,2.8499999999999988,200.0
6692,451387,1486137734,PEPELAND,2.0,USD,8.710697999999999,4.355349,200.0
8150,453410,1487307992,PEPELAND,5.0,USD,14.925,2.9850000000000003,200.0
16606,468502,1495948312,PEPELAND,2.0,USD,93.205,46.6025,200.0
10551,456118,1488874393,PEPELANDER,2.0,USD,12.15,6.075,250.0
10940,456663,1489186330,PEPELANDER,2.0,USD,8.63,4.315,250.0
10951,456713,1489219094,PEPELANDER,4.0,USD,5.5232,1.3808,250.0
11236,457227,1489508285,PEPELANDER,1.0,USD,4.8925,4.8925,250.0
11492,457567,1489706672,PEPELANDER,2.0,USD,8.23,4.115,250.0
12231,458715,1490359312,PEPELANDER,1.0,USD,5.667500000000001,5.667500000000001,250.0
20316,477023,1500737169,PEPELANDER,1.0,USD,41.38785000000001,41.38785000000001,250.0
22281,479987,1502401430,PEPELANDER,1.0,USD,106.80799999999999,106.80799999999999,250.0
22282,479987,1502401430,PEPELANDER,1.0,USD,106.80799999999999,106.80799999999999,250.0
22291,480040,1502431113,PEPELANDER,1.0,USD,106.80799999999999,106.80799999999999,250.0
25462,496306,1511765389,PEPELANDER,1.0,USD,72.5894,72.5894,250.0
18095,474197,1499177899,PEPELARGE,4.0,USD,82.314672,20.578668,101.0
18122,474233,1499197761,PEPELARGE,1.0,USD,17.483999999999998,17.483999999999998,101.0
18145,474255,1499207070,PEPELARGE,1.0,USD,17.483999999999998,17.483999999999998,101.0
18186,474279,1499216629,PEPELARGE,2.0,USD,17.483999999999998,8.741999999999999,101.0
18707,474992,1499634556,PEPELARGE,2.0,USD,25.936,12.968,101.0
18909,475427,1499841259,PEPELARGE,2.0,USD,15.793399999999998,7.896699999999999,101.0
19156,476025,1500182355,PEPELARGE,10.0,USD,26.574,2.6574,101.0
19359,476620,1500516654,PEPELARGE,2.0,USD,15.1018,7.5509,101.0
20189,476935,1500689513,PEPELARGE,1.0,USD,10.0695,10.0695,101.0
21315,477782,1501148462,PEPELARGE,25.0,USD,201.74,8.069600000000001,101.0
22730,481218,1503127189,PEPELARGE,2.0,USD,18.27,9.135,101.0
21018,477424,1500934826,PEPELAVEY,3.0,USD,20.3055,6.7685,666.0
21058,477444,1500949735,PEPELAVEY,2.0,USD,13.537,6.7685,666.0
21063,477447,1500950511,PEPELAVEY,1.0,USD,6.7685,6.7685,666.0
21092,477493,1500978925,PEPELAVEY,10.0,USD,70.57602,7.057602,666.0
21242,477695,1501098703,PEPELAVEY,1.0,USD,5.2745,5.2745,666.0
21288,477756,1501131076,PEPELAVEY,4.0,USD,21.098000000000006,5.2745000000000015,666.0
21522,478063,1501301538,PEPELAVEY,2.0,USD,9.0768,4.5384,666.0
21890,479028,1501858584,PEPELAVEY,1.0,USD,4.3408,4.3408,666.0
22832,481465,1503282681,PEPELAVEY,1.0,USD,3.9492,3.9492,666.0
23874,485170,1505367412,PEPELAVEY,1.0,USD,2.9631000000000003,2.9631000000000003,666.0
24176,487229,1506543384,PEPELAVEY,3.0,USD,10.223999999999998,3.4079999999999995,666.0
23250,482472,1504007521,PEPELCHTNSTN,2.0,USD,28.890408,14.445204,275.0
23276,482561,1504055352,PEPELCHTNSTN,1.0,USD,14.445204,14.445204,275.0
23278,482565,1504058115,PEPELCHTNSTN,5.0,USD,72.22601999999998,14.445203999999995,275.0
23330,482730,1504143686,PEPELCHTNSTN,4.0,USD,57.267472,14.316868,275.0
23436,483213,1504392275,PEPELCHTNSTN,13.0,USD,174.504876,13.423452,275.0
23627,484106,1504838412,PEPELCHTNSTN,5.0,USD,81.36749999999998,16.273499999999995,275.0
23999,486112,1505873510,PEPELCHTNSTN,4.0,USD,69.2122,17.30305,275.0
8604,453687,1487463253,PEPELEFTLEG,1000.0,USD,17.759,0.017759,55555.0
8607,453687,1487463253,PEPELEFTLEG,666.0,USD,25.34463,0.038055,55555.0
8614,453697,1487467248,PEPELEFTLEG,100.0,USD,3.8055,0.038055,55555.0
8615,453697,1487467248,PEPELEFTLEG,20.0,USD,0.7611000000000001,0.038055000000000005,55555.0
8641,453702,1487468758,PEPELEFTLEG,100.0,USD,3.8055,0.038055,55555.0
8647,453707,1487470555,PEPELEFTLEG,1.0,USD,0.038055000000000005,0.038055000000000005,55555.0
8680,453728,1487483808,PEPELEFTLEG,100.0,USD,3.8055,0.038055,55555.0
8691,453732,1487485200,PEPELEFTLEG,9.0,USD,0.022833000000000003,0.002537,55555.0
8753,453783,1487522117,PEPELEFTLEG,100.0,USD,3.9765,0.039764999999999995,55555.0
8790,453806,1487539137,PEPELEFTLEG,40.0,USD,1.5906,0.039764999999999995,55555.0
8835,453858,1487570582,PEPELEFTLEG,1.0,USD,0.039765,0.039765,55555.0
8849,453868,1487578809,PEPELEFTLEG,22.0,USD,0.8837400000000001,0.04017,55555.0
8892,453888,1487586431,PEPELEFTLEG,10.0,USD,0.4017000000000001,0.04017000000000001,55555.0
8939,453964,1487632503,PEPELEFTLEG,250.0,USD,10.0425,0.04017,55555.0
9033,454155,1487750046,PEPELEFTLEG,1.0,USD,0.016458,0.016458,55555.0
9104,454343,1487871743,PEPELEFTLEG,1.0,USD,0.017154,0.017154,55555.0
9151,454396,1487895162,PEPELEFTLEG,100.0,USD,1.7154,0.017154,55555.0
9190,454414,1487907360,PEPELEFTLEG,200.0,USD,3.4308,0.017154,55555.0
9205,454416,1487908358,PEPELEFTLEG,1.0,USD,0.017154,0.017154,55555.0
9480,454690,1488055169,PEPELEFTLEG,1000.0,USD,16.71,0.01671,55555.0
9489,454693,1488057065,PEPELEFTLEG,5.0,USD,0.08355,0.01671,55555.0
9502,454698,1488058398,PEPELEFTLEG,2.0,USD,0.033420000000000005,0.016710000000000003,55555.0
9552,454716,1488065123,PEPELEFTLEG,12.0,USD,0.20052,0.01671,55555.0
9653,454849,1488128572,PEPELEFTLEG,1.0,USD,0.016704,0.016704,55555.0
10018,455401,1488437263,PEPELEFTLEG,1.0,USD,0.009724,0.009724,55555.0
10280,455735,1488635987,PEPELEFTLEG,96.0,USD,0.782976,0.008156,55555.0
10625,456253,1488944987,PEPELEFTLEG,1578.0,USD,12.7818,0.0081,55555.0
10916,456622,1489157055,PEPELEFTLEG,2.0,USD,0.05178000000000002,0.02589000000000001,55555.0
10995,456800,1489267432,PEPELEFTLEG,1.0,USD,0.2016,0.2016,55555.0
11147,457029,1489389625,PEPELEFTLEG,5.0,USD,0.16770000000000002,0.03354,55555.0
11635,457721,1489791598,PEPELEFTLEG,2.0,USD,0.042216,0.021108,55555.0
12942,459561,1490846138,PEPELEFTLEG,1.0,USD,0.04386,0.04386,55555.0
13872,461076,1491716706,PEPELEFTLEG,1.0,USD,0.03186,0.03186,55555.0
14116,461711,1492082993,PEPELEFTLEG,12.0,USD,0.57348,0.04779,55555.0
14173,461914,1492215132,PEPELEFTLEG,1562.0,USD,72.9454,0.046700000000000005,55555.0
16709,468769,1496096990,PEPELEFTLEG,1.0,USD,4.481,4.481,55555.0
17114,470529,1497021388,PEPELEFTLEG,1.0,USD,5.2212000000000005,5.2212000000000005,55555.0
17247,471196,1497421430,PEPELEFTLEG,1.0,USD,3.265,3.265,55555.0
17969,473963,1499053937,PEPELEFTLEG,1.0,USD,1.4767,1.4767,55555.0
17973,473970,1499059680,PEPELEFTLEG,1.0,USD,1.4767,1.4767,55555.0
17974,473973,1499060148,PEPELEFTLEG,1.0,USD,1.4767,1.4767,55555.0
19170,476196,1500280772,PEPELEFTLEG,2.0,USD,4.3588000000000005,2.1794,55555.0
21640,478359,1501472807,PEPELEFTLEG,5.0,USD,6.0654,1.2130800000000002,55555.0
23574,483888,1504729182,PEPELEFTLEG,1.0,USD,0.17745,0.17745,55555.0
24227,487448,1506656953,PEPELEFTLEG,5.0,USD,0.92595,0.18519,55555.0
24659,489339,1507721368,PEPELEFTLEG,5.0,USD,0.256825,0.051365000000000015,55555.0
24660,489339,1507721368,PEPELEFTLEG,10.0,USD,0.51365,0.051365000000000015,55555.0
25441,496003,1511594989,PEPELEFTLEG,1.0,USD,0.127775,0.127775,55555.0
23717,484390,1504982505,PEPELEGOMAN,1.0,USD,48.846,48.846,420.0
25093,492037,1509151477,PEPELEGOMAN,1.0,USD,79.456749,79.456749,420.0
9816,455064,1488254646,PEPELEMMING,30.0,USD,15.474,0.5158,10000.0
9861,455130,1488286992,PEPELEMMING,5.0,USD,3.089,0.6178,10000.0
9888,455190,1488319987,PEPELEMMING,4.0,USD,2.4712,0.6178,10000.0
9889,455190,1488319987,PEPELEMMING,5.0,USD,3.089,0.6178,10000.0
9926,455228,1488340840,PEPELEMMING,2.0,USD,1.2356,0.6178,10000.0
9988,455385,1488430793,PEPELEMMING,5.0,USD,2.431,0.4862,10000.0
10021,455401,1488437263,PEPELEMMING,1.0,USD,0.4862,0.4862,10000.0
10122,455519,1488511259,PEPELEMMING,1.0,USD,0.24739999999999995,0.24739999999999995,10000.0
10124,455519,1488511259,PEPELEMMING,2.0,USD,0.4947999999999999,0.24739999999999995,10000.0
10157,455609,1488564652,PEPELEMMING,40.0,USD,8.272,0.2068,10000.0
10159,455614,1488567763,PEPELEMMING,7.0,USD,1.4476,0.2068,10000.0
10193,455681,1488606308,PEPELEMMING,5.0,USD,1.034,0.2068,10000.0
10668,456342,1488998438,PEPELEMMING,4.0,USD,0.7751999999999999,0.1938,10000.0
10674,456342,1488998438,PEPELEMMING,5.0,USD,0.969,0.19380000000000006,10000.0
10775,456445,1489058527,PEPELEMMING,6.0,USD,1.1094,0.1849,10000.0
11140,457010,1489379451,PEPELEMMING,2.0,USD,0.38299999999999995,0.1915,10000.0
11155,457030,1489389973,PEPELEMMING,1.0,USD,0.2236,0.2236,10000.0
11682,457764,1489809071,PEPELEMMING,6.0,USD,0.5277,0.08794999999999999,10000.0
11860,458121,1490016277,PEPELEMMING,2.0,USD,0.1513,0.07565,10000.0
11861,458121,1490016277,PEPELEMMING,1.0,USD,0.07565,0.07565,10000.0
12836,459426,1490766397,PEPELEMMING,12.0,USD,5.154,0.4295,10000.0
12978,459598,1490865633,PEPELEMMING,5.0,USD,1.9785,0.3957,10000.0
13736,460625,1491461927,PEPELEMMING,7.0,USD,3.2494,0.4642,10000.0
14882,463239,1492992405,PEPELEMMING,1.0,USD,0.2275,0.2275,10000.0
14905,463243,1492993460,PEPELEMMING,1.0,USD,0.2275,0.2275,10000.0
15213,464262,1493593198,PEPELEMMING,1.0,USD,0.22035,0.22035,10000.0
15412,465055,1494050284,PEPELEMMING,1.0,USD,0.24185,0.24185,10000.0
15957,466512,1494840709,PEPELEMMING,50.0,USD,24.0025,0.48005,10000.0
16515,468370,1495887444,PEPELEMMING,4.0,USD,3.7282,0.93205,10000.0
16885,469549,1496496144,PEPELEMMING,1.0,USD,1.0347499999999998,1.0347499999999998,10000.0
17083,470461,1496983882,PEPELEMMING,15.0,USD,14.819249999999998,0.98795,10000.0
17320,471515,1497606661,PEPELEMMING,1.0,USD,0.7501000000000001,0.7501000000000001,10000.0
17715,472800,1498372359,PEPELEMMING,1.0,USD,1.0223000000000002,1.0223000000000002,10000.0
19199,476372,1500378434,PEPELEMMING,3.0,USD,3.4929,1.1643,10000.0
21168,477599,1501038958,PEPELEMMING,2.0,USD,2.1194,1.0597,10000.0
21944,479268,1501973730,PEPELEMMING,1.0,USD,0.6379999999999999,0.6379999999999999,10000.0
22137,479832,1502298182,PEPELEMMING,2.0,USD,1.4021,0.70105,10000.0
23603,484015,1504791810,PEPELEMMING,1.0,USD,0.54245,0.54245,10000.0
24686,489344,1507725125,PEPELEMMING,2.0,USD,1.54095,0.770475,10000.0
24894,490308,1508242861,PEPELEMMING,2.0,USD,3.02715,1.513575,10000.0
25418,495792,1511471101,PEPELEMMING,4.0,USD,10.262339999999998,2.565585,10000.0
3406,439448,1479435171,PEPELENNON,1.0,USD,2.9625000000000004,2.9625000000000004,200.0
3469,440131,1479860501,PEPELENNON,1.0,USD,2.6125,2.6125,200.0
3566,440612,1480134889,PEPELENNON,1.0,USD,2.6375,2.6375,200.0
4233,443802,1481958842,PEPELENNON,1.0,USD,2.825,2.825,200.0
6678,451318,1486101171,PEPELENNON,2.0,USD,7.92,3.96,200.0
6713,451469,1486179591,PEPELENNON,2.0,USD,6.4,3.2,200.0
6746,451569,1486240947,PEPELENNON,2.0,USD,11.661828000000002,5.830914000000001,200.0
6927,451922,1486454943,PEPELENNON,3.0,USD,16.782525,5.594175,200.0
7436,452745,1486935123,PEPELENNON,4.0,USD,16.4,4.1,200.0
7456,452750,1486936937,PEPELENNON,3.0,USD,15.24,5.08,200.0
7482,452764,1486944460,PEPELENNON,3.0,USD,12.3,4.1000000000000005,200.0
7500,452780,1486952920,PEPELENNON,2.0,USD,10.16,5.08,200.0
8218,453460,1487329459,PEPELENNON,10.0,USD,28.74,2.874,200.0
8286,453498,1487353438,PEPELENNON,1.0,USD,9.320382,9.320382,200.0
8393,453531,1487374071,PEPELENNON,15.0,USD,49.5765,3.3051000000000004,200.0
9706,454880,1488139803,PEPELENNON,5.0,USD,32.712,6.542399999999999,200.0
9927,455230,1488341348,PEPELENNON,2.0,USD,15.086676,7.543338,200.0
16567,468452,1495926636,PEPELENNON,5.0,USD,93.205,18.641,200.0
19686,476773,1500600837,PEPELENNON,5.0,USD,70.36,14.072000000000001,200.0
24097,486859,1506311665,PEPELENNON,1.0,USD,6.0912,6.0912,200.0
7764,453084,1487111083,PEPELEO,1.0,USD,2.1816,2.1816,1000.0
7766,453084,1487111083,PEPELEO,2.0,USD,3.636,1.818,1000.0
7781,453092,1487115550,PEPELEO,10.0,USD,18.18,1.818,1000.0
7785,453092,1487115550,PEPELEO,3.0,USD,5.454,1.818,1000.0
7786,453092,1487115550,PEPELEO,2.0,USD,3.636,1.818,1000.0
7787,453092,1487115550,PEPELEO,2.0,USD,3.636,1.818,1000.0
7791,453092,1487115550,PEPELEO,1.0,USD,1.818,1.818,1000.0
7808,453100,1487119197,PEPELEO,1.0,USD,1.818,1.818,1000.0
7832,453122,1487131489,PEPELEO,2.0,USD,3.636,1.818,1000.0
7847,453127,1487137307,PEPELEO,5.0,USD,9.09,1.818,1000.0
7882,453174,1487166610,PEPELEO,1.0,USD,1.7015,1.7015,1000.0
7968,453232,1487199981,PEPELEO,5.0,USD,8.5075,1.7015,1000.0
7976,453241,1487206760,PEPELEO,1.0,USD,1.7015,1.7015,1000.0
8048,453304,1487240830,PEPELEO,11.0,USD,16.730999999999998,1.521,1000.0
8055,453310,1487243656,PEPELEO,2.0,USD,3.042,1.521,1000.0
8058,453311,1487243837,PEPELEO,51.0,USD,77.571,1.521,1000.0
8194,453439,1487321587,PEPELEO,1.0,USD,2.1555,2.1555,1000.0
8247,453484,1487346900,PEPELEO,1.0,USD,2.1555,2.1555,1000.0
8885,453888,1487586431,PEPELEO,1.0,USD,2.0085,2.0085,1000.0
9076,454276,1487829507,PEPELEO,1.0,USD,1.7242499999999998,1.7242499999999998,1000.0
9377,454581,1487993584,PEPELEO,1.0,USD,1.96575,1.96575,1000.0
9536,454712,1488064451,PEPELEO,10.0,USD,20.887500000000006,2.088750000000001,1000.0
9632,454810,1488115029,PEPELEO,2.0,USD,3.3408,1.6704,1000.0
9691,454860,1488132818,PEPELEO,1.0,USD,1.6704,1.6704,1000.0
10768,456443,1489057840,PEPELEO,1.0,USD,1.1094,1.1094,1000.0
10823,456505,1489096423,PEPELEO,1.0,USD,1.1094,1.1094,1000.0
11138,457010,1489379451,PEPELEO,1.0,USD,1.1489999999999998,1.1489999999999998,1000.0
11685,457764,1489809071,PEPELEO,2.0,USD,2.1108,1.0554,1000.0
14952,463309,1493036902,PEPELEO,1.0,USD,3.4568730000000003,3.4568730000000003,1000.0
14969,463418,1493111931,PEPELEO,1.0,USD,3.3131280000000003,3.3131280000000003,1000.0
16819,469243,1496336623,PEPELEO,1.0,USD,16.555539000000003,16.555539000000003,1000.0
20463,477044,1500748575,PEPELEO,1.0,USD,33.769107000000005,33.769107000000005,1000.0
20464,477044,1500748575,PEPELEO,1.0,USD,16.876107,16.876107,1000.0
22158,479834,1502298861,PEPELEO,5.0,USD,91.066395,18.213279,1000.0
552,432112,1475171342,PEPELEPEW,1.0,USD,8.36,8.36,50.0
554,432115,1475172083,PEPELEPEW,1.0,USD,8.36,8.36,50.0
573,432151,1475199150,PEPELEPEW,3.0,USD,25.08,8.36,50.0
588,432200,1475234933,PEPELEPEW,1.0,USD,5.063999999999999,5.063999999999999,50.0
592,432212,1475243075,PEPELEPEW,4.0,USD,20.256,5.064,50.0
611,432291,1475283558,PEPELEPEW,3.0,USD,12.66,4.22,50.0
662,432710,1475527398,PEPELEPEW,20.0,USD,7.7,0.385,50.0
679,432801,1475572521,PEPELEPEW,1.0,USD,3.74,3.74,50.0
731,433180,1475777104,PEPELEPEW,2.0,USD,4.35,2.175,50.0
1387,434408,1476516805,PEPELEPEW,3.0,USD,31.95,10.65,50.0
1398,434452,1476548042,PEPELEPEW,2.0,USD,21.3,10.65,50.0
2174,435401,1477130640,PEPELEPEW,2.0,USD,4.11,2.055,50.0
2237,435528,1477204371,PEPELEPEW,3.0,USD,6.165000000000001,2.055,50.0
2250,435544,1477217639,PEPELEPEW,4.0,USD,11.64,2.91,50.0
2267,435598,1477250008,PEPELEPEW,2.0,USD,3.88,1.94,50.0
2307,435683,1477296968,PEPELEPEW,1.0,USD,2.8725,2.8725,50.0
2471,436151,1477585840,PEPELEPEW,4.0,USD,11.31,2.8275,50.0
3691,441019,1480361418,PEPELEPEW,1.0,USD,11.8,11.8,50.0
4924,446582,1483536310,PEPELEPEW,1.0,USD,6.42,6.42,50.0
5762,449362,1485024862,PEPELEPEW,1.0,USD,6.029999999999999,6.029999999999999,50.0
5885,449613,1485150688,PEPELEPEW,1.0,USD,8.808,8.808,50.0
6961,451997,1486498914,PEPELEPEW,1.0,USD,7.18,7.18,50.0
7722,453069,1487102828,PEPELEPEW,1.0,USD,48.275172,48.275172,50.0
8952,453981,1487643932,PEPELEPEW,2.0,USD,66.95,33.475,50.0
9164,454412,1487906437,PEPELEPEW,1.0,USD,37.958943,37.958943,50.0
9408,454597,1487999522,PEPELEPEW,1.0,USD,33.810900000000004,33.810900000000004,50.0
10397,455868,1488722503,PEPELEPEW,1.0,USD,14.5,14.5,50.0
10891,456555,1489126074,PEPELEPEW,5.0,USD,184.9,36.98,50.0
10893,456555,1489126074,PEPELEPEW,2.0,USD,66.564,33.282,50.0
13664,460476,1491376279,PEPELEPEW,1.0,USD,62.667,62.667,50.0
14586,462403,1492507463,PEPELEPEW,1.0,USD,71.655,71.655,50.0
15835,466333,1494757092,PEPELEPEW,1.0,USD,136.79999999999998,136.79999999999998,50.0
15985,466601,1494891723,PEPELEPEW,1.0,USD,96.01,96.01,50.0
19796,476816,1500622455,PEPELEPEW,1.0,USD,136.6575,136.6575,50.0
19862,476883,1500657195,PEPELEPEW,1.0,USD,136.6575,136.6575,50.0
19863,476883,1500657195,PEPELEPEW,1.0,USD,143.70615,143.70615,50.0
19872,476886,1500659277,PEPELEPEW,1.0,USD,143.85,143.85,50.0
21629,478350,1501468526,PEPELEPEW,1.0,USD,99.252,99.252,50.0
22805,481416,1503245184,PEPELETTERA,1.0,USD,0.148095,0.148095,10000.0
22813,481449,1503270925,PEPELETTERA,8.0,USD,1.18476,0.148095,10000.0
22817,481454,1503277348,PEPELETTERA,100.0,USD,14.8095,0.148095,10000.0
22847,481568,1503360835,PEPELETTERA,50.0,USD,8.9955,0.17991,10000.0
22884,481754,1503504489,PEPELETTERA,25.0,USD,4.111125,0.164445,10000.0
